LandProvince;SeaZone;x;y
chancay;salinas_point;4158;2722;x
tagula;tubula_point;14662;2722;x
yolngu;galiwin_ku_shore;13895;2684;x
tiwi;bathurst_shore;13626;2718;x
vanikoro;vanikoro_coast;15284;2711;x
yela;cape_siri;14710;2716;x
mu_ngava;mu_ngiki_coast_1;14986;2708;x
vamizi;cabo_delgado;9534;2712;x
ngazidja;njazidja_channel;9668;2708;x
chiprac;saint_lorenzo_island;4173;2709;x
egito;mbegela_coast;8318;2697;x
tjungundji;pennefather_river_coast;14150;2684;x
collique;saint_lorenzo_island;4177;2701;x
wuthathi;hannibal_reef_coast;14200;2690;x
sauipe;salvador_cape;5968;2666;x
somana;cabo_delgado;9536;2694;x
rimaq;saint_lorenzo_island;4179;2684;x
gunbalang;milingimbi_coast;13797;2689;x
burara;milingimbi_coast;13856;2680;x
irodo;antsiranana_bay;9948;2663;x
nakara;milingimbi_coast;13818;2684;x
mani_kikongo;mbegela_coast;8314;2680;x
nzwani;mwali_island;9690;2665;x
woolna;van_dieman_gulf;13684;2671;x
konbudj;van_dieman_gulf;13718;2677;x
larrakia;beagle_gulf;13643;2659;x
ishma;huarco_coast;4192;2667;x
kuukyuyau;kay_reef_shore;14213;2657;x
lobito;mbegela_coast;8307;2666;x
anguthimri;aurukun_coast;14143;2653;x
ibo;pemba_bay;9538;2661;x
ambilobe;ambaro_bay;9917;2635;x
chilca;huarco_coast;4197;2654;x
mbegela;mbegela_coast;8299;2653;x
maore;moheli_island;9751;2641;x
jiribatuba;all_saints_bay;5927;2623;x
gomene;pemba_bay;9537;2633;x
awngthim;aurukun_coast;14136;2627;x
huarco;huarco_coast;4207;2633;x
uutaalnganu;throne_reef_shore;14224;2621;x
kuwena;daly_river_mouth;13614;2618;x
luache;canhoca_coast;8275;2623;x
vohemar;mouth_benarivo;9968;2612;x
vave;metoma_island;15273;2614;x
uvea_atoll;uvea_coast_3;16054;2618;x
nosy_be;ambaro_bay;9893;2613;x
nunggubuyu;milyakburra_coast;13876;2594;x
mahilaka;ambaro_bay;9897;2602;x
chinchay;huanu_islands;4222;2601;x
winda_winda;kirke_river_mouth;14129;2583;x
umpila;flinders_shore;14225;2593;x
ndombe;lucira_cape;8261;2592;x
savaii;mulinuu_cape;16216;2594;x
sada;narindra_bay;9870;2582;x
vanua_lava;metoma_island;15317;2589;x
memba;fernao_veloso_bay;9541;2583;x
bemanevika;mouth_benarivo;9975;2574;x
warnindilyakwa;milyakburra_coast;13899;2584;x
marrithiyel;injin_coast;13595;2583;x
puka_tampu;huanu_islands;4217;2578;x
miwa;faraway_bay;13476;2581;x
upolu;taputapu_cape;16257;2572;x
kuukuyani;flinders_shore;14228;2578;x
tupiniquim;mamoa_coast;5916;2549;x
jagga_kalemba;lucira_cape;8255;2573;x
gamberre;bigge;13428;2557;x
antsohihy;narindra_bay;9864;2557;x
nagor;joseph_bonaparte_gulf;13588;2541;x
kwini;reveley_shore;13508;2555;x
umbindhamu;flinders_shore;14232;2563;x
mutumui;central_reef_coast;14279;2544;x
nacala;fernao_veloso_bay;9546;2554;x
bakanh;pormpuraaw_shore;14133;2532;x
gaua;mere_lava_island;15322;2557;x
tutuila;fagasa_bay;16309;2554;x
wunambui;augustus;13385;2516;x
katara;amado_coast;8251;2546;x
manihi_atoll;manihi_coast;1040;2550;x
takaroa_atoll;takaroa_coast;1088;2549;x
lamalama;flinders_shore;14242;2548;x
ica;tunga_coast;4235;2537;x
mara;numbulwar_shore;13855;2527;x
boeny;mahajambe_bay;9834;2511;x
yiiji;reveley_shore;13524;2525;x
valpei;nahoi_cape;15280;2530;x
hahahae;jequitinhonha_delta;5917;2499;x
menas;amado_coast;8247;2527;x
antalaha;est_cape;9988;2510;x
kadjerong;joseph_bonaparte_gulf;13569;2521;x
tikehau_atoll;tikehau_coast;940;2516;x
jaminjung;joseph_bonaparte_gulf;13590;2520;x
maewo;queiros_cape;15340;2513;x
guugu_yimidhirr;mcivor_river_mouth;14302;2508;x
rangiroa_atoll;rangiroa_coast;976;2501;x
cahuachi;maracona_gulf;4263;2508;x
mozambique;mozambique_island;9544;2507;x
sakao;queiros_cape;15301;2505;x
yir_yoront;pormpuraaw_shore;14135;2507;x
anula;numbulwar_shore;13875;2508;x
tolomako;remarkable_point;15276;2505;x
namibe;tombua_cape;8238;2493;x
arutua_atoll;arutua_coast;1013;2507;x
worora;augustus;13365;2495;x
ambae;queiros_cape;15329;2501;x
apataki_atoll;apataki_coast;1038;2489;x
akei;remarkable_point;15278;2489;x
mahajanga;bombetoka_bay;9800;2483;x
aratika_atoll;apataki_coast;1064;2484;x
maroantsetra;antongil_bay;9961;2488;x
acari;yauca_coast;4289;2483;x
andranoboka;mahajambe_bay;9834;2493;x
yanyuwa;pellew_islands_coast;13914;2482;x
koko_bera;nassau_river_mouth;14127;2480;x
vanu_aroaroa;selwyn_strait;15343;2476;x
wujal_wujal;cape_tribulation_shore;14311;2462;x
sangage;mozambique_island;9532;2480;x
kaukura_atoll;toau_coast;1016;2470;x
tamambo;selwyn_strait;15308;2477;x
fahambahy;antongil_bay;9955;2470;x
nac_nanuk;jequitinhonha_delta;5922;2473;x
kauehi_atoll;taungataki_coast;1092;2467;x
antetikala;bombetoka_bay;9793;2480;x
raroia_atoll;takume_coast;1211;2467;x
kingany;bombetoka_bay;9774;2474;x
toau_atoll;toau_coast;1040;2463;x
yauca;yauca_coast;4309;2470;x
upper_pinda;tigres_bay;8228;2449;x
st_helena;st_helena_coast_2;7427;2468;x
manangoora;calvert_coast;13948;2454;x
malakula;baneuv_point;15320;2433;x
nosy_bali;bombetoka_bay;9753;2463;x
koknar;nassau_river_mouth;14124;2452;x
angoche;angoche_island;9513;2450;x
qelelevu_atoll;qelelevu_coast;15910;2455;x
fakarava_atoll;faaite_coast;1065;2434;x
raraka_atoll;taungataki_coast;1092;2449;x
tapuy;coroa_alta_reef;5915;2444;x
ambrym;selwyn_strait;15338;2452;x
atico;jihuay_coast;4340;2448;x
umida;derby_shore;13328;2445;x
vanua_levu;qelelevu_coast;15876;2434;x
sandrakatsy;antongil_bay;9961;2446;x
vilamatsa;saint_andre_cape;9713;2447;x
taenga_atoll;takume_coast;1177;2448;x
taungataki_atoll;makemo_coast;1129;2423;x
unggami;derby_shore;13357;2441;x
bardi_australia;derby_shore;13292;2426;x
djabuganjdji;yarrabah_coast;14319;2423;x
ucuna;hornillos_point;4363;2435;x
unggarangi;derby_shore;13319;2421;x
lardil;karumba_coast;14034;2423;x
manuae_atoll;manuae_coast_1;656;2434;x
makemo_atoll;makemo_coast;1154;2430;x
epi;baneuv_point;15351;2416;x
taveuni;savusavu_bay;15888;2411;x
moma;lipobane_point;9476;2414;x
camana;hornillos_point;4376;2428;x
vanua_balavu_atoll;vanua_balavu_coast;15929;2400;x
lower_pinda;kunene_coast;8225;2404;x
pataxo;coroa_alta_reef;5912;2423;x
besalampy;korika_bay;9703;2405;x
gananggalinda;gangalidda_coast;13992;2420;x
faaite_atoll;faaite_coast;1077;2416;x
quilca;hornillos_point;4396;2418;x
tintingue;tintingue_bay;9959;2410;x
yasawa;viwa_coast;15760;2405;x
havaii;huahine_coast;802;2420;x
tahanea_atoll;taungataki_coast;1100;2420;x
kuthant;duck_creek_shore;14108;2409;x
yidinjdji;yarrabah_coast;14332;2404;x
taunga_tauranga_atoll;marokau_coast;1175;2399;x
tampo;coles_point;4419;2397;x
jucuru;areia_reef;5907;2397;x
jabirrjabirr;ardyaloon;13259;2405;x
nimanburu;derby_shore;13308;2392;x
gayardilt;karumba_coast;14036;2399;x
motutunga_atoll;makemo_coast;1123;2406;x
warwa;derby_shore;13317;2395;x
bajone;moniga_estuary;9429;2388;x
maintirano;korika_bay;9690;2377;x
fenoarivo_east;tintingue_bay;9943;2384;x
efate;mele_bay;15348;2374;x
kubuna;vatu_i_ra_channel;15810;2379;x
puquina;coles_point;4441;2380;x
nganaa_nui_atoll;tahanea_coast;1076;2376;x
ngumbari;dampier;13249;2377;x
caravelas;areia_reef;5908;2372;x
djirbalgan;kurrimine_shore;14342;2366;x
macuze;moniga_estuary;9402;2374;x
kukatj;karumba_coast;14082;2370;x
tahiti;taravao_bay;897;2371;x
mingin_australia;karumba_coast;14055;2374;x
chaucalana;sama_point;4453;2358;x
toamasina;tintingue_bay;9944;2356;x
jukun;minyirr;13256;2350;x
ngau;koro_sea;15857;2354;x
haorangi_atoll;haorangi_coast;1282;2341;x
quelimane;quelimane_river;9377;2350;x
vicosa;mucuri_delta;5894;2350;x
marokau_atoll;manuhangi_coast;1217;2338;x
tacna;sama_point;4475;2339;x
wargamaygan;kurrimine_shore;14342;2337;x
burebasaga;kandavu_passage;15793;2334;x
kiri_kere;mucuri_delta;5886;2333;x
sahadia;barren_islands;9700;2317;x
chindre;quelimane_river;9363;2329;x
karajarri;minyirr;13234;2323;x
beqa_lagoon;kandavu_passage;15789;2327;x
arica;arica_bay;4487;2305;x
andevoranto;mouth_rianila;9932;2307;x
vauvau;vavau_coast;16152;2307;x
erromango;erasfion_point;15395;2305;x
moce_atoll;moce_coast;15948;2306;x
nyawaygi;halifax_bay;14363;2305;x
aimore;guriri_coast;5882;2297;x
aitutaki_atoll;aitutaki_coast;425;2303;x
kabara_atoll;moce_coast;15939;2300;x
iparuka;bidyadanga;13209;2270;x
cuama;mouth_zambezi;9331;2296;x
kandavu;kandavu_passage;15802;2296;x
niue;niue_coast;16351;2291;x
vatomandry;betsimisaraka_coast;9919;2264;x
fulaga_atoll;lua_ridge_2;15952;2281;x
bindal;halifax_bay;14375;2282;x
coutins;guriri_coast;5884;2275;x
tarapaca;pisagua_point;4497;2251;x
tanna;erasfion_point;15401;2273;x
nukutavake;nukutavake_coast;1370;2275;x
tsimanandrafozana;mania_delta;9713;2260;x
chiveve;beira_estuary;9295;2257;x
rodrigues;rodrigues_island;10583;2248;x
haapai;tofua_island;16125;2242;x
guaitaca;doce_delta;5867;2243;x
yuru;burdekin_river_mouth;14415;2251;x
manahoro;betsimisaraka_coast;9913;2237;x
sofala;sofala_bay;9273;2220;x
maneva;mania_delta;9708;2225;x
ngarla;keraudren;13137;2236;x
iki_iki;chanavaya_bay;4497;2187;x
mauritius;mauritius_island1;10319;2214;x
giya;cumberland_coast;14466;2213;x
aneityum;anetchininbeke_point;15424;2231;x
nyelayu;poudioue_coast;15176;2223;x
kariyarra;hedland;13082;2219;x
mahaela;betsimisaraka_coast;9903;2208;x
itaparica;vitoria_bay;5856;2213;x
ouvea_atoll;santal_bay;15274;2198;x
jaburrara;eaglehawk;13003;2201;x
chiluane;sofala_bay;9284;2198;x
guarapiri;vitoria_bay;5847;2195;x
ngarluma;depuch_coast;13049;2200;x
cemuhi;poudioue_coast;15198;2201;x
martuthunira;barrow;12945;2188;x
drehu;santal_bay;15306;2186;x
bengy;islands_of_crabs;9684;2169;x
yuwi;freshwater_point_shore;14487;2163;x
reunion;reunion_island2;10229;2179;x
itapemirim;paraiba_delta;5832;2174;x
masindrano;mananjary_estuary;9892;2157;x
mambone;sofala_bay;9289;2172;x
tongatapu;tongatapu_coast;16101;2167;x
nengone;tiga_island;15339;2155;x
rarotonga_atoll;ngatangiia_bay;423;2169;x
paici;porwi_bay;15195;2165;x
acteon;matureivavao_coast;1477;2157;x
guaitaka;paraiba_delta;5825;2144;x
nhuwala;doole_coast;12916;2137;x
marutea;marutea_coast;1522;2157;x
ajie;porwi_bay;15206;2155;x
tocopilla;loa_mouth;4497;2133;x
rezoky;saint_vincent_cape;9659;2118;x
guwinmal;herbert_creek;14514;2104;x
chibuene;bazaruto_archipelago;9303;2132;x
tiri;porwi_bay;15219;2144;x
aopuni_atoll;fangataufa_coast_1;1372;2127;x
thalanyji;doole_coast;12886;2110;x
vohipeno;mananjary_estuary;9880;2118;x
mokaie;acu_lagoon;5799;2108;x
darumbal;herbert_creek;14542;2099;x
kapiwary;frio_cape;5785;2095;x
rasanga;mouth_mananara;9870;2073;x
cobija;angamos_point;4490;2074;x
ararayu_aba;guanabara_bay;5763;2068;x
otjozondjii;walvis_bay;8352;2079;x
toliara;saint_augustin_bay;9675;2059;x
mage;guanabara_bay;5728;2082;x
nheteroia;guanabara_bay;5734;2066;x
y_uasu;guanabara_bay;5723;2080;x
goana_para;grande_island;5700;2064;x
baiyungu;coral_bay_australia;12868;2058;x
ita_kua_y;grande_island;5688;2068;x
ezorongondo;walvis_bay;8346;2065;x
cunhambebe;grande_island;5671;2057;x
mangareva;teauaone_coast;1544;2061;x
manabondro;mouth_mananara;9861;2034;x
sao_sebastiao;caraguatatuba_bay;5632;2031;x
antofagasta;moreno_point;4484;2027;x
bayali;bustard_bay;14576;2021;x
inhambane;inhambane_bay;9306;2018;x
soalara;mahafaly_coast;9678;1997;x
maia;bernier_coast;12852;2004;x
gohayo;boi_point;5594;2018;x
gureng_gureng;yandaran_coast;14619;1972;x
tamoio;guarau_island;5563;1998;x
manambato;manarivo_bay;9846;1983;x
paposo;cobre_coast;4478;1975;x
iguape;guarau_island;5543;1977;x
enijo;masikora_cape;9703;1945;x
chongoene;mouth_limpopo;9253;1954;x
badtjala;great_sandy_strait;14655;1929;x
cananeia;small_sea;5517;1956;x
fort_dauphin;bay_tolanaro;9826;1945;x
yinggarda;dorre_coast;12869;1942;x
xai_xai;delagoa_bay;9200;1928;x
tatal;paposo_bay;4478;1924;x
ambovontany;bay_tolanaro;9800;1939;x
parnanguara;paranagua_bay;5484;1920;x
talaky;sainte_marie_cape;9758;1916;x
malkana;shark_coast;12859;1889;x
maputo;delagoa_bay;9188;1891;x
tedei;shark_coast;12890;1890;x
gubbi_gubbi;weyba_shore;14661;1871;x
chanaral;caldera_point;4466;1834;x
karai_yo;paranagua_bay;5477;1881;x
tsau;shearwater_bay;8382;1839;x
xokleng;grande_floripa_bay;5478;1840;x
konde;sodwana_bay;9183;1815;x
rapa_nui;rapa_nui_coast;2717;1825;x
burrum;moreton_bay;14670;1826;x
kariio;grande_floripa_bay;5481;1823;x
daguda;kalbarri;12879;1818;x
qupayapu;caldera_point;4463;1805;x
turrbal;moreton_bay;14666;1809;x
quandamooka;moreton_bay;14678;1801;x
apytere;santa_catarina_island;5484;1794;x
nhanta;lucky_bay;12885;1778;x
umgungundlovu;st_lucia_cape;9174;1770;x
huasco;copiapo_bay;4444;1744;x
garibams;orange_river_mouth;8432;1747;x
sambaqui;imarui_lagoon;5468;1750;x
buluguda;geraldton_bay;12906;1736;x
ndwandwe;tugela_mouth;9158;1736;x
ai_ais;orange_river_mouth;8445;1732;x
iaguarauna;sombrio_lagoon;5441;1717;x
buthelezi;tugela_mouth;9140;1721;x
aukwatowa;aukwatowa_coast;8462;1695;x
thung_arra;geraldton_bay;12916;1715;x
bundjalung;byron_bay;14675;1709;x
elki;elki_bay;4442;1675;x
umhlanga;natal_bay;9115;1691;x
arroio;barros_lagoon;5413;1665;x
gumbaynggirr;yuraigir_coast;14669;1674;x
eneabba;green_head;12923;1668;x
nama;hondeklip_bay;8479;1635;x
ethekwini;umkomazi_mouth;9095;1649;x
jacui;patos_lagoon;5359;1632;x
tapes;patos_lagoon;5367;1642;x
limari;limari_mouth;4426;1620;x
carijo;patos_lagoon;5359;1586;x
djiralay;wedge_shore_australia;12929;1625;x
mpondo;umzimkulu_mouth;9074;1607;x
dainggatti;hastings_shore;14654;1588;x
matzikama;groenrivier_mouth;8500;1589;x
kongal_marawar;wedge_shore_australia;12937;1604;x
icabaqua;patos_lagoon;5345;1593;x
umngazi;umzimvubu_mouth;9040;1566;x
millapel;conchali_bay;4430;1575;x
piratinin;patos_lagoon;5324;1569;x
mandurah;two_rocks;12954;1564;x
biripi;hastings_shore;14648;1564;x
wanbiri;wahgunyah;13652;1567;x
ngandatha;nullabor;13589;1563;x
yalata;wahgunyah;13686;1558;x
liwen;ligua_bay;4436;1526;x
cangucu;patos_coast;5308;1510;x
thembu;mbashe_mouth;9011;1531;x
ikala;eucla_shore;13529;1541;x
guringai;wallis_lake_shore;14634;1525;x
bookabie;fowles_bay;13730;1543;x
chariguriqua;st_helena_bay;8525;1525;x
walyalup;perth_bay;12958;1534;x
ceduna;smoky_bay;13769;1530;x
mirning;kanidal_coast;13442;1524;x
kadu;smoky_bay;13791;1513;x
gonaqua;mbashe_mouth;8996;1513;x
mandjar;perth_bay;12958;1514;x
pinjarup;perth_bay;12953;1493;x
ngatjumay;toolina;13386;1499;x
barutadura;north_spencer_gulf;13963;1489;x
nukunu;north_spencer_gulf;13969;1481;x
uri_ae_ona;saldanha_bay;8509;1480;x
qillu_uta;curaimilla_point;4430;1482;x
nawu;venus_bay;13827;1455;x
worimi;karuah_shore;14604;1490;x
hoengeiqua;groot_visrivier_mouth;8940;1462;x
balladonia;israelite_bay;13345;1479;x
chuy;mirim_lagoon;5275;1449;x
chana;uruguay_river;5033;1468;x
dharug;karuah_shore;14592;1469;x
kooapudna;north_spencer_gulf;13931;1439;x
meli_pillan;curaimilla_point;4427;1455;x
nannup;bunbury_coast;12952;1462;x
bardok;bellinger;13305;1426;x
cochoqua;table_bay;8521;1457;x
carapachay;uruguay_river;5028;1447;x
yaros;uruguay_river;5030;1447;x
wardandi;bunbury_coast;12933;1445;x
gorachouqua;table_bay;8528;1444;x
damasonqua;padrone_cape;8893;1435;x
kaurna_pangkarra;north_saint_vincent_gulf;13982;1398;x
eora;botany_bay;14578;1437;x
narangga;south_spencer_gulf;13936;1369;x
rangkawe;culebra_point;4424;1438;x
damaqua;recife_cape;8851;1419;x
goringhaikona;good_hope_cape;8533;1410;x
wudjari;esperance_bay_australia;13235;1427;x
noongar;bremer_bay;13157;1424;x
gnowoo;coffin_bay;13854;1388;x
kolchawwe;culebra_point;4413;1411;x
ombu;la_plata_river_mouth;5046;1410;x
ituzaingo;la_plata_river_mouth;5033;1407;x
tharawal;illawarra_coast;14559;1391;x
outeniqua;seal_cape;8762;1421;x
houtunqua;st_francis_cape;8804;1413;x
attequa;mossel_bay;8720;1421;x
gouriqua;mossel_bay;8699;1414;x
goringhaiqua;good_hope_cape;8546;1416;x
klipgat;walker_bay;8560;1398;x
arachan;polonio_cape;5242;1396;x
gouritsmond;mossel_bay;8687;1400;x
goreng;breaksea_shore;13116;1392;x
gurbillup;deepdene_coast;12940;1402;x
hessequa;st_sebastian_bay;8652;1398;x
aupouri;rangaunu_bay;15566;1371;x
agulhas;walker_bay;8575;1385;x
bredasdorp;st_sebastian_bay;8627;1393;x
charrua;artilleros_point;5104;1380;x
minang;frenchman_bay;13073;1366;x
bibbulman;flinders_bay;12964;1382;x
kuruko;mataquito_mouth;4407;1375;x
tuvicha_mini;artilleros_point;5074;1361;x
araicuahita;santa_maria_cape;5215;1376;x
tarntanya;north_saint_vincent_gulf;13993;1367;x
jerrinja;jervis_bay;14548;1350;x
mallee;great_australian_bight;13033;1359;x
mawlen;mataquito_mouth;4399;1352;x
waitangi;islands_bay;15626;1344;x
cauquen;carranza_cape;4385;1321;x
millewa;the_pages;14016;1324;x
whangarei;kaipara_harbour;15591;1314;x
didthul;jervis_bay;14533;1322;x
karta_pintingga;west_kangaroo_coast;13939;1301;x
tubicha_mini;samborombon_bay;5083;1298;x
yuin;batemans_bay;14525;1283;x
tamaki;hauraki_gulf;15650;1273;x
ngarrindjeri;the_pages;14053;1270;x
uthan_uthatun;concepcion_bay_plata;4375;1284;x
tandil;tandil_coast;5087;1204;x
puchacay;concepcion_bay_plata;4366;1262;x
hauraki;hauraki_gulf;15675;1252;x
lafkenmapu;arauco_bay;4343;1185;x
mallacoota;twofold_bay;14517;1224;x
manukau;manukao_harbour;15644;1205;x
buandig;guichen_bay;14061;1212;x
tauranga;plenty_bay;15712;1202;x
te_tairawhiti;tokomaru_bay;15811;1173;x
whakatane;plenty_bay;15759;1181;x
krowathunkkooloong;lake_tyers_shore;14465;1191;x
krauatungalung;lake_tyers_shore;14430;1186;x
ahurei;norht_taranaki_bight;15642;1161;x
wathaurong;port_philip;14275;1178;x
boon_wurrung;port_philip;14302;1157;x
braiakalung;reeve_shore;14390;1154;x
gunditjmara;yambuk_coast;14147;1161;x
geelong;port_philip;14268;1161;x
kla_rome_ko;pampa_coast;5010;1138;x
giraiwurung;milanesia_coast;14190;1143;x
gadubanud;port_philip;14236;1135;x
brataulung;kent_group_shore;14351;1126;x
ngamotu;norht_taranaki_bight;15623;1120;x
pillahuinco;blanca_bay;4892;1116;x
wairoa;hawke_bay;15771;1113;x
cholle_cholle;blanca_bay;4864;1110;x
pikunwijimapu;coral_bay;4352;1079;x
heretaunga;hawke_bay;15748;1079;x
patea;south_taranaki_bight;15633;1068;x
west_palawa;naracoopa_shore;14238;1065;x
east_palawa;south_furneaux_group;14439;1041;x
whanganui;south_taranaki_bight;15656;1057;x
curu_leufvu;san_matias_gulf;4775;989;x
manawatu;south_taranaki_bight;15665;1038;x
tararua;turnagain_cape;15727;1023;x
caurakawin;ancud_gulf;4374;950;x
peerapper;east_bass_strait;14296;1011;x
kahurangi;te_taio_aorere_bay;15562;1007;x
wellington;te_taio_aorere_bay;15645;984;x
whakatu;te_taio_aorere_bay;15607;991;x
balcheta;san_matias_gulf;4733;1007;x
pyemmairrener;sheaoak_coast;14414;1003;x
wairarapa;kekerengu_bank;15690;967;x
shupaw_kulu;san_matias_gulf;4727;990;x
tyerrernotepanner;sheaoak_coast;14383;995;x
tommeginne;east_bass_strait;14346;985;x
mawhera;foulwind_cape;15494;938;x
tulshun;san_matias_gulf;4733;950;x
tauihu;kekerengu_bank;15615;933;x
puel_co;ancud_gulf;4398;954;x
paredarerme;yumbah_shore;14437;915;x
ancud;tongol_bay;4319;930;x
piren;ancud_gulf;4378;906;x
kububu;nuevo_gulf;4755;873;x
kaikoura;kekerengu_bank;15598;906;x
quiquilhue;ancud_gulf;4350;899;x
toogee;sunken_rock_bay;14393;849;x
taramakau;foulwind_cape;15468;881;x
quellon;guaitecas_archipelago;4308;839;x
chain_chaitun;ancud_gulf;4378;872;x
kaiapoi;canterbury_bight;15563;860;x
okarito;foulwind_cape;15439;859;x
katrawunletuayin;tombo_point;4722;783;x
puari;canterbury_bight;15542;819;x
mahitahi;okahu_bay;15394;823;x
akaroa;canterbury_bight;15555;811;x
rekohu;rekohu_coast;16045;807;x
achen;guamblin_island;4300;715;x
rakaia;canterbury_bight;15514;800;x
timaru;caroline_bay;15485;770;x
puyu_huapi;puyuguapi_channel;4381;765;x
otepoti;caroline_bay;15470;723;x
koy_aike;puyuguapi_channel;4376;712;x
fem_mapu;bustamante_bay;4626;690;x
otakou;caroline_bay;15444;676;x
motupohue;dusky_sound;15330;649;x
kaitangata;foveaux_strait;15396;633;x
waihopai;foveaux_strait;15361;635;x
nehuen_mulfun;tres_puntas_cape;4649;614;x
caguatl;byron_island;4274;625;x
rakiura;foveaux_strait;15335;599;x
jautok;fajokstai_channel;4312;533;x
saelam;fajokstai_channel;4280;517;x
lee;san_julian_bay;4667;518;x
patagonia;san_julian_bay;4622;479;x
kcewite;jolawokstai_channel;4269;425;x
jetarktetqal;concepcion_channel;4317;446;x
corpen_aike;santa_cruz_river_mouth;4598;408;x
camusu_aike;santa_cruz_river_mouth;4572;395;x
motu_maha;motu_maha_coast;15248;365;x
kelaelkces;nelson_strait;4311;295;x
juni_aiken;loyola_point;4549;324;x
west_falkland;san_jose_island;4942;305;x
east_falkland;san_carlos_strait;5012;284;x
ciaike;lomas_bay;4528;248;x
paine;nelson_strait;4389;291;x
enoo;nelson_strait;4372;277;x
kolser;lomas_bay;4539;236;x
horsh_aiken;otway_sound;4432;214;x
tawokser;stokes_bay;4339;169;x
haiyuwel;felipe_bay;4492;205;x
wai;san_sebastian_bay;4592;183;x
hamhmam;admiralty_sound;4518;165;x
malte;froward_pass;4450;131;x
hamenk;san_sebastian_bay;4610;156;x
nakenk;daua_nuk_cove;4630;135;x
masaks;daua_nuk_cove;4680;102;x
inalumaala;cook_bay;4466;77;x
chuainisin;blossom_bay;4772;82;x
wakimaala;onashaga_channel;4590;78;x
utumaala;onashaga_channel;4626;76;x
ilalumaala;cook_bay;4526;43;x
yeskumaala;hermite_isle;4620;15;x
#FROM HERE NONE OPTIMAL PORT SELECTION;!!!!!!!;!!!!!!!;!!!!!!!!;!!!!!!!!!!
akokpaq;kvichak_bay;552;6912;x
sirudal;bokna_fjord;7982;6909;x
lihula;north_central_baltic;8772;6891;x
lochaber;firth_of_lorne;7453;6743;x
stirling;firth_of_forth;7520;6698;x
hamburg;elbe_estuary;8141;6523;x
macclesfield;liverpool_bay;7563;6506;x
osterholz;jade_bay;8081;6499;x
delmenhorst;jade_bay;8081;6497;x
bremen;jade_bay;8081;6497;x
bunratty;shannon_estuary;7288;6463;x
pont_audemer;seine_bay;7700;6244;x
blain;quiberon_bay;7607;6101;x
nantes;quiberon_bay;7607;6100;x
balikley;dnieper_bug_estuary;9103;6082;x
kikonteku;mouth_of_saint_lawrence;4450;6072;x
benauges;gironde;7664;5955;x
bordeaux;gironde;7664;5955;x
rusokastro;gulf_varna;8937;5788;x
th_kaaba_prototype;th_crescent_moon_bay_sea;15737;5774;x
anak;taedong_river_mouth;13395;5556;x
xianyou;xinghua_bay;13101;4756;x
